routeIdx,crsIdx,crsKorNm,crsDstnc,crsTotlRqrmHour,crsLevel,crsCycle,crsContents,crsSummary,crsTourInfo,travelerinfo,sigun,brdDiv,gpxpath,createdtime,modifiedtime
T_ROUTE_MNG0000000001,T_CRS_MNG0000005116,남파랑길 1코스,19,420,2,비순환형,"갈맷길 3-1구간, 3-2구간과 중첩되는 구간으로서 해파랑길 시종점인 오륙도 해맞이 공원에서부터 부산 중구 부산대교까지 이어지는 구간이다.  신선이 노닐던 신선대 및 부산항의 역동적인 파노라마을 만끽할 수 있는 구간이며 세계에서 하나뿐인 UN기념공원 및 부산박물관, 영화 “친구”로 유명한 부산 일대의 명소를 함께 체험할 수 있다.  아름다운 해안경관과 우리나라 제1의 항구도시 부산의 매력을 느낄 수 있는 구간이다.","- 해파랑길 시종점인 오륙도 해맞이 공원에서부터 부산 중구 부산대교까지 이어지는 구간<br>- 신선이 노닐던 신선대 및 부산항의 역동적인 파노라마를 만끽할 수 있는 구간으로 세계에서 하나뿐인 UN기념공원 및 부산박물관, 영화 “친구”로 유명한 부산 일대의 명소를 함께 체험할 수 있는 코스<br>- 아름다운 해안경관과 우리나라 제1의 항구도시 부산의 매력을 느낄 수 있는 구간<br>- 부산 갈맷길 3-1, 3-2코스가 중첩됨","- 동쪽에서 보면 여섯 봉우리가 되고 서쪽에서 보면 다섯 봉우리가 되는 부산의 상징 '오륙도' <br>- 오륙도와 영도를 어우르는 해안길을 한눈에 볼 수 있는 '신선대' <br>- 국화, 장미꽃을 볼 수 있고 호국정신을 되새길 수 있는 '유엔공원' <br>- 부산의 역사를 알 수 있는 '부산박물관' <br>- 영화 친구로 유명한 '문현 곱창골목'<br>- 부산 근현대 역사 이야기꽃으로 피어난 ‘이바구길’<br>- 중국전통 음식을 맛볼 수 있는 ‘부산 차이나타운’","- 시점 : 오륙도해맞이공원 (부산 남구 오륙도로 137) <br>교통편) 경성대부경대역 24번 버스, 오륙도스카이워크 하차<br>- 종점 : 부산역 (부산 동구 중앙대로 210) <br>교통편) 부산지하철 1호선 부산역<br>- 도시 구간을 지나는 코스이므로 화장실, 매점 등 편의시설 이용이 용이함 <br>- 재한유엔기념공원 운영시간 10월~4월 09:00~17:00 / 5월~9월 09:00~18:00 <br>* 재한유엔기념공원 입장시간은 운영시간 30분 전까지 가능합니다. 운영시간 외에는 우회하여 이용하시기 바랍니다.",부산 남구,DNWW,https://www.durunubi.kr/editImgUp.do?filePath=/data/koreamobility/course/summap/T_CRS_MNG0000005116.gpx,20200216024153,20260223034725
T_ROUTE_MNG0000000001,T_CRS_MNG0000005117,남파랑길 2코스,19,450,2,비순환형,"갈맷길 3-3구간과 중첩되는 구간으로 부산대교에서 영도구로 진입하여 영도대교로 돌아나오는 구간이다.  영도구에 조성되어 있는 봉래산 둘레길 및 태종대 일원을 걷는 구간이 포함되어 있어 숲길과 바닷길, 마을길 등을 다양하게 접할 수 있는 매력을 보유하고 있다. 6.25전쟁 때 피난민의 추억과 애환이 서린 부산 최초의 연육교인 영도대교를 포하하여 태종대의 절경을 감상할 수 있으며, 영도구 원도심 개발에 따라 핫 스페이스로 떠오르고 있는 깡깡이 예술마을, 흰여울 마을 등이 인접하고 있어 매력적인 걷기여행이 가능한 구간이다. ","- 부산역에서 시작하여 걷기 좋은 봉래산을 지나 흰여울문화마을로 이어지는 코스 <br>- 영도구에 조성되어 있는 봉래산 둘레길 및 태종대 일원을 걷는 구간이 포함되어 있어 숲길과 바닷길, 마을길 등을 다양하게 접할 수 있는 매력을 보유하고 있는 구간<br>- 6.25전쟁 때 피난민의 추억과 애환이 서린 부산 최초의 연륙교인 영도대교를 포하하여 영도구 원도심 개발에 따라 핫 스페이스로 떠오르고 있는 깡깡이 예술마을, 흰여울 마을 등이 인접하고 있어 매력적인 걷기여행이 가능한 코스<br>- 부산의 갈맷길 3-3코스가 포함된 구간으로 초보자에게도 어렵지 않은 코스",- 산책을 하기 좋고 약수터 물맛 좋은 '봉래산' <br>- 바다와 배가 어우러진 풍경을 만나는 ‘절영해안길’<br>- 멋있는 절경과 아름다운 벽화를 볼 수 있는 '흰여울 문화마을',- 시점 : 부산역 (부산 동구 중앙대로 210) <br>교통편) 부산지하철 1호선 부산역<br>- 종점 : 영도대교 입구(부산 중구 태종로 8) <br>교통편) 지하철 남포역 하차 후 도보 이동<br>- 길이 어렵지 않아 편히 걸을 수 있는 길이며 주변에 편의시설이 많아 부담이 없음 ,부산 중구,DNWW,https://www.durunubi.kr/editImgUp.do?filePath=/data/koreamobility/course/summap/T_CRS_MNG0000005117.gpx,20200216031049,20250716071617
T_ROUTE_MNG0000000001,T_CRS_MNG0000005118,남파랑길 3코스,14,330,2,비순환형,"갈맷길 4-1구간과 중첩되는 구간으로 최근 부산에서 가장 떠오르는 관광명소인 송도해상케이블카, 송도해수욕장, 암남공원, 감천항까지 이어지는 구간이다. <br>구간내 입지한 송도해수욕장은 우리나라 제1호 해수욕장으로 동양의 나폴리라고 칭송받을 만큼 아름다운 해안선이 유명하며 송도해상케이블카는 해상을 지나는 케이블카로 최근 많은 관광객들이 방문하고 있다. ","- 부산의 가장 떠오르는 관광명소인 송도해상케이블카와 송도해수욕장, 암남공원, 감천항까지 이어지는 코스<br>- 부산의 유명 관광지들을 둘러볼 수 있는 다채로운 코스이자 동양의 나폴리라 불리울 만큼 바다와 자연을 어우르는 아름다운 해안경관을 감상할 수 있는 구간<br>- 부산 갈맷길 4-1코스가 포함되어 있는 코스","- 부산의 유명한 관광지인 용두산공원, 국제시장, 활기찬 '자갈치 수산시장'<br>- 우리나라 제1호 해수욕장으로 동양의 나폴리라고 칭송받을 만큼 아름다운 해안선이 유명한 '송도해수욕장'<br>- 두도전망대까지 이어지는 숲과 해안절경이 어우러진 '암남공원’<br>- 단층면의 윗부분이 아래로 떨어진 정단층을 만날 수 있는 '지질생태탐방로'","- 시점 : 영도대교 입구(부산 중구 태종로 8)<br>교통편) 지하철 남포역 6번출구 도보 이동<br>- 종점 : 감천사거리(부산 사하구 감천동 447-6)<br>교통편) 부산역 17번 버스, 감천우체국 하차 <br>- 영도대교에서 출발하므로 교통편 편리하며 부산역에서 지하철, 버스편 다수 있음 <br>- 국제시장, 자갈치 충무동, 송도해수욕장, 암남공원 등에 식당, 카페 다수 있어 이용 편리함<br>- 영도대교 도개시간은 오후 2시부터 2시15분까지로 다리가 열리는 모습을 볼 수 있음 ",부산 영도구,DNWW,https://www.durunubi.kr/editImgUp.do?filePath=/data/koreamobility/file/2025/05/5917b2c95528439596244d4f3275258b.gpx,20200216031659,20250716071729
T_ROUTE_MNG0000000001,T_CRS_MNG0000005119,남파랑길 4코스,22,450,2,비순환형,"갈맷길 4-2, 4-3구간 중첩되는 구간으로 몰운대, 다대포해변공원, 아미산전망대를 거쳐 사하구 신평동 교차로까지 이어지는 구간이다.  기암괴석과 해송으로 우거진 숲, 수려한 모래해안으로 빼어난 겨관을 자랑하고, 국가지질공원에 포함된 몰운대를 포함하여 낙동강 하구를 조망할 수 있는 아미산 전망대는 일몰 명소로 각광받는 부산의 새로운 관광명소로 자리잡아가고 있다.  다대포 해변공원에는 화려한 조명과 음악과 함껙 작동되는 꿈의낙조 분수가 있어 낭만적인 야간관광 명소로서의 특징을 보유하고 있다.  ","- 몰운대, 다대포 해변공원, 아미산 전망대를 거쳐 사하구까지 이어지는 구간으로 국가지질공원으로 지정된 주요 자원을 두루 살펴볼 수 있는 코스<br>- 기암괴석과 해송으로 우거진 숲, 수려한 모래해안으로 빼어난 경관을 자랑하고, 국가지질공원에 포함된 몰운대와 일몰 명소 아미산 전망대가 포함된 부산의 각광받는 관광명소<br>- 다대포항을 지나면서 어촌 골목 곳곳을 구경할 수 있으며 해송이 우거진 숲길이 있는 몰운대가 있어 걷기 좋은 최고의 코스<br>- 부산의 갈맷길 4-1, 4-2코스가 포함된 코스",- 확 트인 바다 경치를 볼 수 있는 '두송반도전망대'와 멸치떼를 볼 수 있는 '야망대' <br>- 화려한 조명과 음악과 함껙 작동되는 꿈의낙조 분수가 있어 낭만적인 야간관광 명소 '다대포 해수욕장'<br>- 낙동강 하구를 조망할 수 있는 일몰 명소 '아미산 전망대',"- 시점 : 감천사거리(부산 사하구 감천동 449-2) <br>교통편) 부산역 17번 버스, 감천우체국 하차<br>- 종점 : 사하구 신평동교차로(부산 사하구 신평동 642-17)<br> 교통편) 지하철1호선 신평역 도보 이동<br>- 시내에 있으나 산길과 돌길이 많으므로 등산화 혹은 러닝화를 착용하는 것이 좋음",부산 사하구,DNWW,https://www.durunubi.kr/editImgUp.do?filePath=/data/koreamobility/course/summap/T_CRS_MNG0000005119.gpx,20200216032154,20250716071829
T_ROUTE_MNG0000000001,T_CRS_MNG0000005120,남파랑길 5코스,22,420,1,비순환형,"갈맷길 5-1구간 중첩되는 구간으로 낙동강하굿둑과 을숙도를 지나 송정공원가지 이어지는 구간이다. <br>낙동강하구둑 전망대와 을숙도대교 전망대를 통해 낙동강 하구의 매력을 조망할 수 있으며, 녹산국가산업단지를 지나 부산싱항만의 위용을 확인하며 걸을 수 있는 구간이다. 부산 갈맷길 5구간이 가덕도까지를 연결하는 구간인 것에 비해, 코리아둘레길 노선은 가덕도를 거치지 않고 바로 창원으로 연결되는 구간으로서의 특징을 보유한다.  다만, 가덕도 구간을 함께 연계하여 걸을 수 있다.","- 낙동강 하굿둑과 을숙도를 지나 부산 강서구의 송정공원까지 이어지는 구간으로 낙동강 하구의 독특한 생태환경을 둘러볼 수 있는 코스<br>- 낙동강하구둑 전망대와 을숙도대교 전망대를 통해 낙동강 하구의 매력을 조망할 수 있으며, 녹산국가산업단지를 지나 부산싱항만의 위용을 확인하며 걸을 수 있는 구간<br>- 완만한 산책길로 경치가 아름다운 걷기 좋은 코스<br>- 갈맷길 5-1구간 중첩되는 구간",- 동양 최대의 철새 도래지를 감상할 수 있는 을숙도의 낙동강 '하류철새도래지'<br>- 아름다운 소나무 산책로가 조성된 '명지오션시티',"- 시점 : 사하구 신평동교차로(부산 사하구 신평동 642-17)<br>교통편) 지하철1호선 신평역 도보 이동<br>- 종점 : 강서구 송정공원(부산 강서구 송정동 1476)<br>교통편) 하단역 9-1 버스, 용원사거리 하차<br>- 중간에 식수나 이용할 매점이 거의 없으므로 사전에 준비하는 것이 좋음.",부산 사하구,DNWW,https://www.durunubi.kr/editImgUp.do?filePath=/data/koreamobility/course/summap/T_CRS_MNG0000005120.gpx,20200216032547,20250716071857
T_ROUTE_MNG0000000001,T_CRS_MNG0000005121,남파랑길 6코스,15,300,1,비순환형,"부산 강서구 송정공원에서부터 창원 진해구 제덕사거리까지 이어지는 구간으로 부산진해 경제자유구역을 거쳐, 최근 부산~창원 시민에게 사랑받고 있는 용원 어시장 및 웅천왜성, 웅천읍성 등을 지나는 구간이다.  우리나라 기독교에서 가장 존경받는 주기철목사 기념관과 웅천읍성을 탐방할 수 있어 먹거리, 배울거리가 있는 코스이다. ","- 부산 강서구 송정공원에서부터 창원 진해구 제덕사거리까지 이어지는 구간<br>- 영화와 한류의 도시 창원의 시작으로 대도시와 자연의 반전 매력을 보유한 길<br>- 부산진해 경제자유구역을 거쳐 최근 부산 및 창원시민의 사랑을 받고 있는 용원 어시장과 웅천왜성, 웅천읍성 등을 경유하는 코스<br>- 우리나라 기독교에서 가장 존경받는 주기철목사 기념관과 웅천읍성을 탐방할 수 있어 먹거리, 배울거리가 있는 코스",- 임진왜란 당시 군사적 방어성이었던 '웅천안골왜성'<br>- 대중가요로 널리 알려진 <황포돛대>의 유래를 담은 '황포돛대노래비'<br>- 우리나라 기독교 역사에서 존경받는 항일독립운동가 '주기철목사기념관',"- 시점 : 강서구 송정공원(부산 강서구 송정동 1476)<br>교통편) 하단역 9-1번 버스 이용 후 용원사거리 정류장 하차 <br>- 종점 : 진해구 제덕사거리(경남 창원시 진해구 제덕동 865-3)<br>교통편) 진해시외버스터미널 앞 303번 버스, 제덕만택지 하차<br>- 차로를 따라 이동해야 하는 구간도 있으나 흰돌메공원 가는 길은 데크로 되어 있어 걷기 편함",경남 창원시,DNWW,https://www.durunubi.kr/editImgUp.do?filePath=/data/koreamobility/course/summap/T_CRS_MNG0000005121.gpx,20200216033233,20250716071923
T_ROUTE_MNG0000000001,T_CRS_MNG0000005122,남파랑길 7코스,11,240,1,비순환형,"창원의 아름다운 해양경관을 살펴볼 수 있는 구간으로 창원의 대표 관광자원 중 하나인 창원해양공원을 지나는 구간이다.  길을 따라 걸으며 창원 앞바다의 섬 경관을 살펴볼 수 있으며, 바다를 배경으로 철길과 함께하는 행암마을 등을 함께 둘러볼 수 있다.  창원시가 기 조성한 진해 바다 70리길 중 일부 구간과 중첩되는 구간이다.","- 창원의 아름다운 해양경관을 살펴볼 수 있는 구간으로 창원의 대표 관광자원 중 하나인 창원해양공원을 지나는 구간<br>- 길을 따라 걸으며 창원 앞바다의 섬 경관을 살펴볼 수 있으며, 바다를 배경으로 철길과 함께하는 행암마을 등을 함께 둘러볼 수 있는 길 <br>- 제덕선착장에서 해안가를 따라 삼포 가는 길, 행암항, 수치해변 등의 관광지와 바닷가 마을을 이동하여 상리마을까지 가는 코스<br>- 창원시가 조성한 진해바다 70리길 중 일부 구간이 중첩되어 있음",- 군함전시관·해전사체험관·해양생물테마파크로 이루어진 '창원해양공원'<br>- 굽이굽이 아름답게 이어진 수치마을 해안로,"- 시점 : 진해구 제덕사거리(창원시 진해구 명제로486번길 33)<br>교통편) 진해시외버스터미널 앞 303번 버스, 제덕만택지 하차<br>- 종점 : 진해구 상리마을입구(창원시 진해구 진해대로1167번길 4)<br> 교통편) 진해시외버스터미널 앞 303번 버스, 상리마을 하차<br>- 보행자와 자전거길이 차도와 따로 구분되어 있어 안전하게 이용가능함",경남 창원시,DNWW,https://www.durunubi.kr/editImgUp.do?filePath=/data/koreamobility/course/summap/T_CRS_MNG0000005122.gpx,20200216033608,20250716072032
T_ROUTE_MNG0000000001,T_CRS_MNG0000005123,남파랑길 8코스,16,390,3,비순환형,"창원시 전역에 조성된 창원둘레길 중 진해드림로드 1구간, 2구간 구간이 중첩되는 구간으로 해안경관을 따라 걸어오던 길이 본격적으로 숲길로 변경되는 구간이다. <br>봄이면 온통 벚꽃길로 변화하는 길을 따라 걷다보면 아름다운 해안경관과 창원시의 도시경관을 두루 바라볼 수 있다. 전체 구간이 임도로 구성되어 걷기에 어렵지 않으며, 계졀에 따라 다양한 분위기를 연출하는 숲길로 매력적인 구간이다. ","- 상리마을 입구 천자봉부터 웅산, 불모산 둘레를 따라 장복산 진해드림로드 입구까지 가는 코스<br>- 전체 구간이 임도로 구성되어 걷기에 어렵지 않으며, 계졀에 따라 다양한 분위기를 연출하는 숲길로 매력적인 구간<br>- 천자봉부터 장복산까지 산 둘레를 따라 임도를 걸으며 아름다운 해안경관과 창원시의 도시경관을 두루 바라보며 걸을 수 있는 코스<br>- 코스내 해병대훈련테마쉼터, 목재문화체험장, 황토길, 편백숲 등 체험시설이 풍부한 코스<br>- 창원시 전역에 조성된 창원둘레길 중 진해드림로드 1구간, 2구간 구간이 중첩되는 구간",- 천자봉의 웅장한 모습을 볼 수 있는 '천자암'<br>- 웅산 서쪽의 청룡사에서 진해 도심 전체를 내려다볼 수 있음<br>- 봄이면 장복산 편백숲쉼터에서 흐드러지게 피는 벚꽃을 구경할 수 있음,"- 시점 : 진해구 상리마을입구(창원시 진해구 진해대로1167번길 4) <br> 교통편) 진해시외버스터미널 앞 303번 버스, 상리마을 하차<br>- 종점 : 진해드림로드 입구(창원시 진해구 진해대로 277)<br> 교통편) 진해시외버스터미널 앞 160번 버스, 여좌검문소 하차<br>- 대중교통 이용이 용이하여 접근성이 좋음",경남 창원시,DNWW,https://www.durunubi.kr/editImgUp.do?filePath=/data/koreamobility/course/summap/T_CRS_MNG0000005123.gpx,20200216034002,20250716072058
T_ROUTE_MNG0000000001,T_CRS_MNG0000005124,남파랑길 9코스,15,330,2,비순환형,"창원둘레길에 포함된 진해드림로드 1코스가 중첩되는 구간으로 장복산 조각공원 및 편백림 구간 등의 아름다운 숲길구간을 거쳐 마산국자유산업단지를 거쳐 마산항까지 이르는 구간이다. 창원 8코스의 진해드림로드 코스가 계속 이어지는 구간으로 천자봉~장복산 일원의 잘 닦여진 임도를 따라 계절에 따라 시시각각 변화하는 숲길을 걸을 수 있으며, 코스 종점부에는 옛 마산의 도심을 걸을 수 있다. 마산 도심 구간은 원도심 개발과 함께 명소로 부각되고 있는 가고파 꼬부랑길 벽화마을 및 문신미술관, 창원시립미술관 등의 관광자원을 둘러볼 수 있으며, 마산만의 수려한 경관을 살펴볼 수 있다. ","- 진해드림로드에서 마산항까지 이어지는 구간으로 숲길, 도심길, 해안길 등 다양한 걷기여행길을 만날 수 있는 코스 <br>- 추산근린공원, 문신미술관, 창원시립마산박물관 등 마산 원도심의 주요 자원을 경유하며, 가고파 꼬부랑 벽화마을 등을 다양한 관광 포인트들을 연계하여 즐기며 걸을 수 있는 코스<br>- 웅남동, 봉암교, 마산항제3부두를 지나 노산동, 임항선 그린웨이를 따라 걸어서 마산항 입구까지 가는 코스",- 잘 정돈되고 아기자기한 임항선 그린웨이<br>- 마산의 정취를 느낄 수 있는 '노산동 가고파거리'<br>- 작가 문신의 미술품과 조각상을 볼 수 있는 '창원시립마산문신미술관'<br>- 알록달록 예쁜 벽화를 구경할 수 있는 가고파 꼬부랑길 벽화마을<br>- 민주주의 정신을 되새길 수 있는 315의거기념비,"- 시점 : 진해드림로드 입구(창원시 진해구 진해대로 277)<br> 교통편) 진해시외버스터미널 앞 160번 버스, 여좌검문소 하차<br>- 종점 : 마산함포구 마산항입구(창원시 마산합포구 월포동 2-120)<br> 교통편) 마산고속버스터미널 703번 버스, 마산합포구청.의료원 하차<br>- 초반 길은 차도를 걷는 구간이 많아 위험할 수 있으므로 주의해야 함",경남 창원시,DNWW,https://www.durunubi.kr/editImgUp.do?filePath=/data/koreamobility/course/summap/T_CRS_MNG0000005124.gpx,20200216034710,20250716072127
T_ROUTE_MNG0000000001,T_CRS_MNG0000005125,남파랑길 10코스,16,360,3,비순환형,"마산항을 따라 우리나라 최초의 해상유원지인 돝섬 해상유원지와 마창대교를 바라보며 걸을 수 있는 길이자, 창원시가 핵심사업으로 추진 중인 마산해양신도시의 공사 현장을 살펴볼 수 있는 구간임.  마산항을 지나면 천마산 등산로를 따라 마산합포구 구산면 구서분교까지 이어지는 길이다.  코스 내에 일부 걷기여행 안전성이 떨어지는 도로구간이 포함되어 있어 걷기여행시 주의가 필요하다. ","- 마산항 일원을 따라 걷는 구간으로 우리나라 최초의 해상유원지인 돝섬 해상유원지와 마창대교를 바라보며 걸을 수 있으며, 마산항 일원을 거쳐 천마산 일원의 등산로 구간으로 연결됨  <br>- 월영마을을 지나 청량산 산길을 걷는 코스는 마산시내를 내려다 볼 수 있고 마창대교도 볼수 있는 걷기 좋은 길<br>- 코스 내에 일부 걷기여행 안전성이 떨어지는 도로구간이 포함되어 있어 걷기여행시 주의가 필요","- 봄에는 활짝 핀 벚꽃과 진달래를 볼 수 있는 청량산<br>- 마창대교와 마산 시내, 통영과 거제 사이로 올망졸망 늘어선 아름다운 섬들의 모습을 조망할 수 있는 청량산 숲길","- 시점 : 마산합포구 마산항 입구(창원시 마산합포구 월포동 2-120)<br>교통편) 마산고속버스터미널 703번 버스, 마산합포구청.의료원 하차<br>- 종점 : 마산합포구 구서분교 앞 사거리(창원시 마산합포구 구산면 해양관광로 72)<br>교통편) 마산역 65번 버스, 마전 하차<br>- 차도를 지나는 구간이 많아 보행자의 주의하며 안전성이 미흡한 구간이 있어 여행자의 주의가 요구됨 ",경남 창원시,DNWW,https://www.durunubi.kr/editImgUp.do?filePath=/data/koreamobility/course/summap/T_CRS_MNG0000005125.gpx,20200216035109,20250716072153
